ensemble,attempt_index,master_seed,replicate,trajectory_seed,trajectory_available,baseline_eligible,endpoint,diversity_id,relative_decline_fraction,warning_time,trait_loss_time,ramp_generations,hold_generations,horizon
inherited_202611,5,20261110,5,1973822610,True,True,H_gamma_0.10,H_gamma,0.1,16,73,30,90,120
inherited_202611,5,20261110,5,1973822610,True,True,H_gamma_0.20,H_gamma,0.2,20,73,30,90,120
inherited_202611,6,20261110,6,2074822913,True,True,H_alpha_0.05,H_alpha,0.05,12,,30,90,120
inherited_202611,6,20261110,6,2074822913,True,True,H_alpha_0.10,H_alpha,0.1,13,,30,90,120
inherited_202611,6,20261110,6,2074822913,True,True,H_alpha_0.20,H_alpha,0.2,14,,30,90,120
inherited_202611,6,20261110,6,2074822913,True,True,H_gamma_0.05,H_gamma,0.05,13,,30,90,120
inherited_202611,6,20261110,6,2074822913,True,True,H_gamma_0.10,H_gamma,0.1,14,,30,90,120
inherited_202611,6,20261110,6,2074822913,True,True,H_gamma_0.20,H_gamma,0.2,118,,30,90,120
inherited_202611,7,20261110,7,28339569,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,7,20261110,7,28339569,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,7,20261110,7,28339569,True,True,H_alpha_0.20,H_alpha,0.2,9,,30,90,120
inherited_202611,7,20261110,7,28339569,True,True,H_gamma_0.05,H_gamma,0.05,4,,30,90,120
inherited_202611,7,20261110,7,28339569,True,True,H_gamma_0.10,H_gamma,0.1,4,,30,90,120
inherited_202611,7,20261110,7,28339569,True,True,H_gamma_0.20,H_gamma,0.2,9,,30,90,120
inherited_202611,8,20261110,8,129339872,True,True,H_alpha_0.05,H_alpha,0.05,6,107,30,90,120
inherited_202611,8,20261110,8,129339872,True,True,H_alpha_0.10,H_alpha,0.1,6,107,30,90,120
inherited_202611,8,20261110,8,129339872,True,True,H_alpha_0.20,H_alpha,0.2,21,107,30,90,120
inherited_202611,8,20261110,8,129339872,True,True,H_gamma_0.05,H_gamma,0.05,6,107,30,90,120
inherited_202611,8,20261110,8,129339872,True,True,H_gamma_0.10,H_gamma,0.1,21,107,30,90,120
inherited_202611,8,20261110,8,129339872,True,True,H_gamma_0.20,H_gamma,0.2,38,107,30,90,120
inherited_202611,9,20261110,9,230340175,True,True,H_alpha_0.05,H_alpha,0.05,2,49,30,90,120
inherited_202611,9,20261110,9,230340175,True,True,H_alpha_0.10,H_alpha,0.1,15,49,30,90,120
inherited_202611,9,20261110,9,230340175,True,True,H_alpha_0.20,H_alpha,0.2,15,49,30,90,120
inherited_202611,9,20261110,9,230340175,True,True,H_gamma_0.05,H_gamma,0.05,21,49,30,90,120
inherited_202611,9,20261110,9,230340175,True,True,H_gamma_0.10,H_gamma,0.1,21,49,30,90,120
inherited_202611,9,20261110,9,230340175,True,True,H_gamma_0.20,H_gamma,0.2,23,49,30,90,120
inherited_202611,10,20261110,10,331340478,True,True,H_alpha_0.05,H_alpha,0.05,6,117,30,90,120
inherited_202611,10,20261110,10,331340478,True,True,H_alpha_0.10,H_alpha,0.1,10,117,30,90,120
inherited_202611,10,20261110,10,331340478,True,True,H_alpha_0.20,H_alpha,0.2,10,117,30,90,120
inherited_202611,10,20261110,10,331340478,True,True,H_gamma_0.05,H_gamma,0.05,10,117,30,90,120
inherited_202611,10,20261110,10,331340478,True,True,H_gamma_0.10,H_gamma,0.1,10,117,30,90,120
inherited_202611,10,20261110,10,331340478,True,True,H_gamma_0.20,H_gamma,0.2,23,117,30,90,120
inherited_202611,11,20261110,11,432340781,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,11,20261110,11,432340781,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,11,20261110,11,432340781,True,True,H_alpha_0.20,H_alpha,0.2,7,,30,90,120
inherited_202611,11,20261110,11,432340781,True,True,H_gamma_0.05,H_gamma,0.05,8,,30,90,120
inherited_202611,11,20261110,11,432340781,True,True,H_gamma_0.10,H_gamma,0.1,8,,30,90,120
inherited_202611,11,20261110,11,432340781,True,True,H_gamma_0.20,H_gamma,0.2,14,,30,90,120
inherited_202611,12,20261110,12,533341084,True,True,H_alpha_0.05,H_alpha,0.05,16,,30,90,120
inherited_202611,12,20261110,12,533341084,True,True,H_alpha_0.10,H_alpha,0.1,16,,30,90,120
inherited_202611,12,20261110,12,533341084,True,True,H_alpha_0.20,H_alpha,0.2,26,,30,90,120
inherited_202611,12,20261110,12,533341084,True,True,H_gamma_0.05,H_gamma,0.05,23,,30,90,120
inherited_202611,12,20261110,12,533341084,True,True,H_gamma_0.10,H_gamma,0.1,23,,30,90,120
inherited_202611,12,20261110,12,533341084,True,True,H_gamma_0.20,H_gamma,0.2,26,,30,90,120
inherited_202611,13,20261110,13,634341387,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,13,20261110,13,634341387,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,13,20261110,13,634341387,True,True,H_alpha_0.20,H_alpha,0.2,15,,30,90,120
inherited_202611,13,20261110,13,634341387,True,True,H_gamma_0.05,H_gamma,0.05,5,,30,90,120
inherited_202611,13,20261110,13,634341387,True,True,H_gamma_0.10,H_gamma,0.1,19,,30,90,120
inherited_202611,13,20261110,13,634341387,True,True,H_gamma_0.20,H_gamma,0.2,40,,30,90,120
inherited_202611,14,20261110,14,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,14,20261110,14,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,14,20261110,14,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,14,20261110,14,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,14,20261110,14,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,14,20261110,14,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,15,20261110,15,836341993,True,True,H_alpha_0.05,H_alpha,0.05,10,,30,90,120
inherited_202611,15,20261110,15,836341993,True,True,H_alpha_0.10,H_alpha,0.1,10,,30,90,120
inherited_202611,15,20261110,15,836341993,True,True,H_alpha_0.20,H_alpha,0.2,12,,30,90,120
inherited_202611,15,20261110,15,836341993,True,True,H_gamma_0.05,H_gamma,0.05,10,,30,90,120
inherited_202611,15,20261110,15,836341993,True,True,H_gamma_0.10,H_gamma,0.1,12,,30,90,120
inherited_202611,15,20261110,15,836341993,True,True,H_gamma_0.20,H_gamma,0.2,12,,30,90,120
inherited_202611,16,20261110,16,937342296,True,True,H_alpha_0.05,H_alpha,0.05,7,,30,90,120
inherited_202611,16,20261110,16,937342296,True,True,H_alpha_0.10,H_alpha,0.1,7,,30,90,120
inherited_202611,16,20261110,16,937342296,True,True,H_alpha_0.20,H_alpha,0.2,10,,30,90,120
inherited_202611,16,20261110,16,937342296,True,True,H_gamma_0.05,H_gamma,0.05,10,,30,90,120
inherited_202611,16,20261110,16,937342296,True,True,H_gamma_0.10,H_gamma,0.1,10,,30,90,120
inherited_202611,16,20261110,16,937342296,True,True,H_gamma_0.20,H_gamma,0.2,10,,30,90,120
inherited_202611,17,20261110,17,1038342599,True,True,H_alpha_0.05,H_alpha,0.05,5,39,30,90,120
inherited_202611,17,20261110,17,1038342599,True,True,H_alpha_0.10,H_alpha,0.1,5,39,30,90,120
inherited_202611,17,20261110,17,1038342599,True,True,H_alpha_0.20,H_alpha,0.2,14,39,30,90,120
inherited_202611,17,20261110,17,1038342599,True,True,H_gamma_0.05,H_gamma,0.05,9,39,30,90,120
inherited_202611,17,20261110,17,1038342599,True,True,H_gamma_0.10,H_gamma,0.1,9,39,30,90,120
inherited_202611,17,20261110,17,1038342599,True,True,H_gamma_0.20,H_gamma,0.2,14,39,30,90,120
inherited_202611,18,20261110,18,1139342902,True,True,H_alpha_0.05,H_alpha,0.05,9,,30,90,120
inherited_202611,18,20261110,18,1139342902,True,True,H_alpha_0.10,H_alpha,0.1,9,,30,90,120
inherited_202611,18,20261110,18,1139342902,True,True,H_alpha_0.20,H_alpha,0.2,9,,30,90,120
inherited_202611,18,20261110,18,1139342902,True,True,H_gamma_0.05,H_gamma,0.05,9,,30,90,120
inherited_202611,18,20261110,18,1139342902,True,True,H_gamma_0.10,H_gamma,0.1,12,,30,90,120
inherited_202611,18,20261110,18,1139342902,True,True,H_gamma_0.20,H_gamma,0.2,12,,30,90,120
inherited_202611,19,20261110,19,1240343205,True,True,H_alpha_0.05,H_alpha,0.05,4,,30,90,120
inherited_202611,19,20261110,19,1240343205,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,19,20261110,19,1240343205,True,True,H_alpha_0.20,H_alpha,0.2,4,,30,90,120
inherited_202611,19,20261110,19,1240343205,True,True,H_gamma_0.05,H_gamma,0.05,5,,30,90,120
inherited_202611,19,20261110,19,1240343205,True,True,H_gamma_0.10,H_gamma,0.1,28,,30,90,120
inherited_202611,19,20261110,19,1240343205,True,True,H_gamma_0.20,H_gamma,0.2,46,,30,90,120
inherited_202611,20,20261111,0,370899209,True,True,H_alpha_0.05,H_alpha,0.05,1,,30,90,120
inherited_202611,20,20261111,0,370899209,True,True,H_alpha_0.10,H_alpha,0.1,3,,30,90,120
inherited_202611,20,20261111,0,370899209,True,True,H_alpha_0.20,H_alpha,0.2,3,,30,90,120
inherited_202611,20,20261111,0,370899209,True,True,H_gamma_0.05,H_gamma,0.05,4,,30,90,120
inherited_202611,20,20261111,0,370899209,True,True,H_gamma_0.10,H_gamma,0.1,4,,30,90,120
inherited_202611,20,20261111,0,370899209,True,True,H_gamma_0.20,H_gamma,0.2,8,,30,90,120
inherited_202611,21,20261111,1,471899512,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,21,20261111,1,471899512,True,True,H_alpha_0.10,H_alpha,0.1,3,,30,90,120
inherited_202611,21,20261111,1,471899512,True,True,H_alpha_0.20,H_alpha,0.2,6,,30,90,120
inherited_202611,21,20261111,1,471899512,True,True,H_gamma_0.05,H_gamma,0.05,6,,30,90,120
inherited_202611,21,20261111,1,471899512,True,True,H_gamma_0.10,H_gamma,0.1,6,,30,90,120
inherited_202611,21,20261111,1,471899512,True,True,H_gamma_0.20,H_gamma,0.2,11,,30,90,120
inherited_202611,22,20261111,2,572899815,True,True,H_alpha_0.05,H_alpha,0.05,1,,30,90,120
inherited_202611,22,20261111,2,572899815,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,22,20261111,2,572899815,True,True,H_alpha_0.20,H_alpha,0.2,10,,30,90,120
inherited_202611,22,20261111,2,572899815,True,True,H_gamma_0.05,H_gamma,0.05,8,,30,90,120
inherited_202611,22,20261111,2,572899815,True,True,H_gamma_0.10,H_gamma,0.1,10,,30,90,120
inherited_202611,22,20261111,2,572899815,True,True,H_gamma_0.20,H_gamma,0.2,18,,30,90,120
inherited_202611,23,20261111,3,673900118,True,True,H_alpha_0.05,H_alpha,0.05,8,42,30,90,120
inherited_202611,23,20261111,3,673900118,True,True,H_alpha_0.10,H_alpha,0.1,8,42,30,90,120
inherited_202611,23,20261111,3,673900118,True,True,H_alpha_0.20,H_alpha,0.2,19,42,30,90,120
inherited_202611,23,20261111,3,673900118,True,True,H_gamma_0.05,H_gamma,0.05,8,42,30,90,120
inherited_202611,23,20261111,3,673900118,True,True,H_gamma_0.10,H_gamma,0.1,19,42,30,90,120
inherited_202611,23,20261111,3,673900118,True,True,H_gamma_0.20,H_gamma,0.2,19,42,30,90,120
inherited_202611,24,20261111,4,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,24,20261111,4,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,24,20261111,4,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,24,20261111,4,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,24,20261111,4,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,24,20261111,4,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,25,20261111,5,875900724,True,True,H_alpha_0.05,H_alpha,0.05,2,,30,90,120
inherited_202611,25,20261111,5,875900724,True,True,H_alpha_0.10,H_alpha,0.1,3,,30,90,120
inherited_202611,25,20261111,5,875900724,True,True,H_alpha_0.20,H_alpha,0.2,5,,30,90,120
inherited_202611,25,20261111,5,875900724,True,True,H_gamma_0.05,H_gamma,0.05,4,,30,90,120
inherited_202611,25,20261111,5,875900724,True,True,H_gamma_0.10,H_gamma,0.1,4,,30,90,120
inherited_202611,25,20261111,5,875900724,True,True,H_gamma_0.20,H_gamma,0.2,5,,30,90,120
inherited_202611,26,20261111,6,976901027,True,True,H_alpha_0.05,H_alpha,0.05,5,,30,90,120
inherited_202611,26,20261111,6,976901027,True,True,H_alpha_0.10,H_alpha,0.1,5,,30,90,120
inherited_202611,26,20261111,6,976901027,True,True,H_alpha_0.20,H_alpha,0.2,6,,30,90,120
inherited_202611,26,20261111,6,976901027,True,True,H_gamma_0.05,H_gamma,0.05,5,,30,90,120
inherited_202611,26,20261111,6,976901027,True,True,H_gamma_0.10,H_gamma,0.1,5,,30,90,120
inherited_202611,26,20261111,6,976901027,True,True,H_gamma_0.20,H_gamma,0.2,12,,30,90,120
inherited_202611,27,20261111,7,1077901330,True,True,H_alpha_0.05,H_alpha,0.05,5,78,30,90,120
inherited_202611,27,20261111,7,1077901330,True,True,H_alpha_0.10,H_alpha,0.1,7,78,30,90,120
inherited_202611,27,20261111,7,1077901330,True,True,H_alpha_0.20,H_alpha,0.2,18,78,30,90,120
inherited_202611,27,20261111,7,1077901330,True,True,H_gamma_0.05,H_gamma,0.05,27,78,30,90,120
inherited_202611,27,20261111,7,1077901330,True,True,H_gamma_0.10,H_gamma,0.1,27,78,30,90,120
inherited_202611,27,20261111,7,1077901330,True,True,H_gamma_0.20,H_gamma,0.2,29,78,30,90,120
inherited_202611,28,20261111,8,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,28,20261111,8,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,28,20261111,8,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,28,20261111,8,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,28,20261111,8,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,28,20261111,8,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,29,20261111,9,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,29,20261111,9,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,29,20261111,9,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,29,20261111,9,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,29,20261111,9,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,29,20261111,9,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,30,20261111,10,1380902239,True,True,H_alpha_0.05,H_alpha,0.05,10,59,30,90,120
inherited_202611,30,20261111,10,1380902239,True,True,H_alpha_0.10,H_alpha,0.1,12,59,30,90,120
inherited_202611,30,20261111,10,1380902239,True,True,H_alpha_0.20,H_alpha,0.2,12,59,30,90,120
inherited_202611,30,20261111,10,1380902239,True,True,H_gamma_0.05,H_gamma,0.05,26,59,30,90,120
inherited_202611,30,20261111,10,1380902239,True,True,H_gamma_0.10,H_gamma,0.1,39,59,30,90,120
inherited_202611,30,20261111,10,1380902239,True,True,H_gamma_0.20,H_gamma,0.2,40,59,30,90,120
inherited_202611,31,20261111,11,1481902542,True,True,H_alpha_0.05,H_alpha,0.05,1,44,30,90,120
inherited_202611,31,20261111,11,1481902542,True,True,H_alpha_0.10,H_alpha,0.1,4,44,30,90,120
inherited_202611,31,20261111,11,1481902542,True,True,H_alpha_0.20,H_alpha,0.2,9,44,30,90,120
inherited_202611,31,20261111,11,1481902542,True,True,H_gamma_0.05,H_gamma,0.05,7,44,30,90,120
inherited_202611,31,20261111,11,1481902542,True,True,H_gamma_0.10,H_gamma,0.1,9,44,30,90,120
inherited_202611,31,20261111,11,1481902542,True,True,H_gamma_0.20,H_gamma,0.2,9,44,30,90,120
inherited_202611,32,20261111,12,1582902845,True,True,H_alpha_0.05,H_alpha,0.05,2,,30,90,120
inherited_202611,32,20261111,12,1582902845,True,True,H_alpha_0.10,H_alpha,0.1,2,,30,90,120
inherited_202611,32,20261111,12,1582902845,True,True,H_alpha_0.20,H_alpha,0.2,3,,30,90,120
inherited_202611,32,20261111,12,1582902845,True,True,H_gamma_0.05,H_gamma,0.05,3,,30,90,120
inherited_202611,32,20261111,12,1582902845,True,True,H_gamma_0.10,H_gamma,0.1,5,,30,90,120
inherited_202611,32,20261111,12,1582902845,True,True,H_gamma_0.20,H_gamma,0.2,10,,30,90,120
inherited_202611,33,20261111,13,1683903148,True,True,H_alpha_0.05,H_alpha,0.05,2,,30,90,120
inherited_202611,33,20261111,13,1683903148,True,True,H_alpha_0.10,H_alpha,0.1,5,,30,90,120
inherited_202611,33,20261111,13,1683903148,True,True,H_alpha_0.20,H_alpha,0.2,5,,30,90,120
inherited_202611,33,20261111,13,1683903148,True,True,H_gamma_0.05,H_gamma,0.05,2,,30,90,120
inherited_202611,33,20261111,13,1683903148,True,True,H_gamma_0.10,H_gamma,0.1,5,,30,90,120
inherited_202611,33,20261111,13,1683903148,True,True,H_gamma_0.20,H_gamma,0.2,6,,30,90,120
inherited_202611,34,20261111,14,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,34,20261111,14,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,34,20261111,14,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,34,20261111,14,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,34,20261111,14,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,34,20261111,14,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,35,20261111,15,1885903754,True,True,H_alpha_0.05,H_alpha,0.05,3,35,30,90,120
inherited_202611,35,20261111,15,1885903754,True,True,H_alpha_0.10,H_alpha,0.1,3,35,30,90,120
inherited_202611,35,20261111,15,1885903754,True,True,H_alpha_0.20,H_alpha,0.2,4,35,30,90,120
inherited_202611,35,20261111,15,1885903754,True,True,H_gamma_0.05,H_gamma,0.05,3,35,30,90,120
inherited_202611,35,20261111,15,1885903754,True,True,H_gamma_0.10,H_gamma,0.1,4,35,30,90,120
inherited_202611,35,20261111,15,1885903754,True,True,H_gamma_0.20,H_gamma,0.2,28,35,30,90,120
inherited_202611,36,20261111,16,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,36,20261111,16,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,36,20261111,16,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,36,20261111,16,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,36,20261111,16,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,36,20261111,16,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,37,20261111,17,2087904360,True,True,H_alpha_0.05,H_alpha,0.05,2,,30,90,120
inherited_202611,37,20261111,17,2087904360,True,True,H_alpha_0.10,H_alpha,0.1,5,,30,90,120
inherited_202611,37,20261111,17,2087904360,True,True,H_alpha_0.20,H_alpha,0.2,6,,30,90,120
inherited_202611,37,20261111,17,2087904360,True,True,H_gamma_0.05,H_gamma,0.05,5,,30,90,120
inherited_202611,37,20261111,17,2087904360,True,True,H_gamma_0.10,H_gamma,0.1,6,,30,90,120
inherited_202611,37,20261111,17,2087904360,True,True,H_gamma_0.20,H_gamma,0.2,7,,30,90,120
inherited_202611,38,20261111,18,41421016,True,True,H_alpha_0.05,H_alpha,0.05,10,,30,90,120
inherited_202611,38,20261111,18,41421016,True,True,H_alpha_0.10,H_alpha,0.1,10,,30,90,120
inherited_202611,38,20261111,18,41421016,True,True,H_alpha_0.20,H_alpha,0.2,41,,30,90,120
inherited_202611,38,20261111,18,41421016,True,True,H_gamma_0.05,H_gamma,0.05,24,,30,90,120
inherited_202611,38,20261111,18,41421016,True,True,H_gamma_0.10,H_gamma,0.1,40,,30,90,120
inherited_202611,38,20261111,18,41421016,True,True,H_gamma_0.20,H_gamma,0.2,41,,30,90,120
inherited_202611,39,20261111,19,142421319,True,True,H_alpha_0.05,H_alpha,0.05,12,,30,90,120
inherited_202611,39,20261111,19,142421319,True,True,H_alpha_0.10,H_alpha,0.1,14,,30,90,120
inherited_202611,39,20261111,19,142421319,True,True,H_alpha_0.20,H_alpha,0.2,75,,30,90,120
inherited_202611,39,20261111,19,142421319,True,True,H_gamma_0.05,H_gamma,0.05,14,,30,90,120
inherited_202611,39,20261111,19,142421319,True,True,H_gamma_0.10,H_gamma,0.1,52,,30,90,120
inherited_202611,39,20261111,19,142421319,True,True,H_gamma_0.20,H_gamma,0.2,82,,30,90,120
inherited_202611,40,20261112,0,1420460970,True,True,H_alpha_0.05,H_alpha,0.05,7,111,30,90,120
inherited_202611,40,20261112,0,1420460970,True,True,H_alpha_0.10,H_alpha,0.1,7,111,30,90,120
inherited_202611,40,20261112,0,1420460970,True,True,H_alpha_0.20,H_alpha,0.2,9,111,30,90,120
inherited_202611,40,20261112,0,1420460970,True,True,H_gamma_0.05,H_gamma,0.05,7,111,30,90,120
inherited_202611,40,20261112,0,1420460970,True,True,H_gamma_0.10,H_gamma,0.1,9,111,30,90,120
inherited_202611,40,20261112,0,1420460970,True,True,H_gamma_0.20,H_gamma,0.2,18,111,30,90,120
inherited_202611,41,20261112,1,1521461273,True,True,H_alpha_0.05,H_alpha,0.05,3,38,30,90,120
inherited_202611,41,20261112,1,1521461273,True,True,H_alpha_0.10,H_alpha,0.1,3,38,30,90,120
inherited_202611,41,20261112,1,1521461273,True,True,H_alpha_0.20,H_alpha,0.2,4,38,30,90,120
inherited_202611,41,20261112,1,1521461273,True,True,H_gamma_0.05,H_gamma,0.05,15,38,30,90,120
inherited_202611,41,20261112,1,1521461273,True,True,H_gamma_0.10,H_gamma,0.1,15,38,30,90,120
inherited_202611,41,20261112,1,1521461273,True,True,H_gamma_0.20,H_gamma,0.2,16,38,30,90,120
inherited_202611,42,20261112,2,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,42,20261112,2,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,42,20261112,2,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,42,20261112,2,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,42,20261112,2,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,42,20261112,2,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,43,20261112,3,1723461879,True,True,H_alpha_0.05,H_alpha,0.05,1,38,30,90,120
inherited_202611,43,20261112,3,1723461879,True,True,H_alpha_0.10,H_alpha,0.1,10,38,30,90,120
inherited_202611,43,20261112,3,1723461879,True,True,H_alpha_0.20,H_alpha,0.2,19,38,30,90,120
inherited_202611,43,20261112,3,1723461879,True,True,H_gamma_0.05,H_gamma,0.05,18,38,30,90,120
inherited_202611,43,20261112,3,1723461879,True,True,H_gamma_0.10,H_gamma,0.1,18,38,30,90,120
inherited_202611,43,20261112,3,1723461879,True,True,H_gamma_0.20,H_gamma,0.2,22,38,30,90,120
inherited_202611,44,20261112,4,1824462182,True,True,H_alpha_0.05,H_alpha,0.05,12,,30,90,120
