ensemble,attempt_index,master_seed,replicate,trajectory_seed,trajectory_available,baseline_eligible,endpoint,diversity_id,relative_decline_fraction,warning_time,trait_loss_time,ramp_generations,hold_generations,horizon
inherited_202611,44,20261112,4,1824462182,True,True,H_alpha_0.10,H_alpha,0.1,12,,30,90,120
inherited_202611,44,20261112,4,1824462182,True,True,H_alpha_0.20,H_alpha,0.2,13,,30,90,120
inherited_202611,44,20261112,4,1824462182,True,True,H_gamma_0.05,H_gamma,0.05,13,,30,90,120
inherited_202611,44,20261112,4,1824462182,True,True,H_gamma_0.10,H_gamma,0.1,17,,30,90,120
inherited_202611,44,20261112,4,1824462182,True,True,H_gamma_0.20,H_gamma,0.2,17,,30,90,120
inherited_202611,45,20261112,5,1925462485,True,True,H_alpha_0.05,H_alpha,0.05,4,,30,90,120
inherited_202611,45,20261112,5,1925462485,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,45,20261112,5,1925462485,True,True,H_alpha_0.20,H_alpha,0.2,5,,30,90,120
inherited_202611,45,20261112,5,1925462485,True,True,H_gamma_0.05,H_gamma,0.05,4,,30,90,120
inherited_202611,45,20261112,5,1925462485,True,True,H_gamma_0.10,H_gamma,0.1,5,,30,90,120
inherited_202611,45,20261112,5,1925462485,True,True,H_gamma_0.20,H_gamma,0.2,27,,30,90,120
inherited_202611,46,20261112,6,2026462788,True,True,H_alpha_0.05,H_alpha,0.05,10,,30,90,120
inherited_202611,46,20261112,6,2026462788,True,True,H_alpha_0.10,H_alpha,0.1,11,,30,90,120
inherited_202611,46,20261112,6,2026462788,True,True,H_alpha_0.20,H_alpha,0.2,11,,30,90,120
inherited_202611,46,20261112,6,2026462788,True,True,H_gamma_0.05,H_gamma,0.05,11,,30,90,120
inherited_202611,46,20261112,6,2026462788,True,True,H_gamma_0.10,H_gamma,0.1,11,,30,90,120
inherited_202611,46,20261112,6,2026462788,True,True,H_gamma_0.20,H_gamma,0.2,11,,30,90,120
inherited_202611,47,20261112,7,2127463091,True,True,H_alpha_0.05,H_alpha,0.05,4,,30,90,120
inherited_202611,47,20261112,7,2127463091,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,47,20261112,7,2127463091,True,True,H_alpha_0.20,H_alpha,0.2,4,,30,90,120
inherited_202611,47,20261112,7,2127463091,True,True,H_gamma_0.05,H_gamma,0.05,5,,30,90,120
inherited_202611,47,20261112,7,2127463091,True,True,H_gamma_0.10,H_gamma,0.1,5,,30,90,120
inherited_202611,47,20261112,7,2127463091,True,True,H_gamma_0.20,H_gamma,0.2,10,,30,90,120
inherited_202611,48,20261112,8,80979747,True,True,H_alpha_0.05,H_alpha,0.05,4,60,30,90,120
inherited_202611,48,20261112,8,80979747,True,True,H_alpha_0.10,H_alpha,0.1,4,60,30,90,120
inherited_202611,48,20261112,8,80979747,True,True,H_alpha_0.20,H_alpha,0.2,5,60,30,90,120
inherited_202611,48,20261112,8,80979747,True,True,H_gamma_0.05,H_gamma,0.05,5,60,30,90,120
inherited_202611,48,20261112,8,80979747,True,True,H_gamma_0.10,H_gamma,0.1,5,60,30,90,120
inherited_202611,48,20261112,8,80979747,True,True,H_gamma_0.20,H_gamma,0.2,16,60,30,90,120
inherited_202611,49,20261112,9,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,49,20261112,9,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,49,20261112,9,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,49,20261112,9,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,49,20261112,9,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,49,20261112,9,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,50,20261112,10,282980353,True,True,H_alpha_0.05,H_alpha,0.05,5,,30,90,120
inherited_202611,50,20261112,10,282980353,True,True,H_alpha_0.10,H_alpha,0.1,6,,30,90,120
inherited_202611,50,20261112,10,282980353,True,True,H_alpha_0.20,H_alpha,0.2,6,,30,90,120
inherited_202611,50,20261112,10,282980353,True,True,H_gamma_0.05,H_gamma,0.05,5,,30,90,120
inherited_202611,50,20261112,10,282980353,True,True,H_gamma_0.10,H_gamma,0.1,9,,30,90,120
inherited_202611,50,20261112,10,282980353,True,True,H_gamma_0.20,H_gamma,0.2,12,,30,90,120
inherited_202611,51,20261112,11,383980656,True,True,H_alpha_0.05,H_alpha,0.05,3,113,30,90,120
inherited_202611,51,20261112,11,383980656,True,True,H_alpha_0.10,H_alpha,0.1,3,113,30,90,120
inherited_202611,51,20261112,11,383980656,True,True,H_alpha_0.20,H_alpha,0.2,4,113,30,90,120
inherited_202611,51,20261112,11,383980656,True,True,H_gamma_0.05,H_gamma,0.05,4,113,30,90,120
inherited_202611,51,20261112,11,383980656,True,True,H_gamma_0.10,H_gamma,0.1,8,113,30,90,120
inherited_202611,51,20261112,11,383980656,True,True,H_gamma_0.20,H_gamma,0.2,9,113,30,90,120
inherited_202611,52,20261112,12,484980959,True,True,H_alpha_0.05,H_alpha,0.05,3,47,30,90,120
inherited_202611,52,20261112,12,484980959,True,True,H_alpha_0.10,H_alpha,0.1,3,47,30,90,120
inherited_202611,52,20261112,12,484980959,True,True,H_alpha_0.20,H_alpha,0.2,4,47,30,90,120
inherited_202611,52,20261112,12,484980959,True,True,H_gamma_0.05,H_gamma,0.05,3,47,30,90,120
inherited_202611,52,20261112,12,484980959,True,True,H_gamma_0.10,H_gamma,0.1,3,47,30,90,120
inherited_202611,52,20261112,12,484980959,True,True,H_gamma_0.20,H_gamma,0.2,4,47,30,90,120
inherited_202611,53,20261112,13,585981262,True,True,H_alpha_0.05,H_alpha,0.05,1,,30,90,120
inherited_202611,53,20261112,13,585981262,True,True,H_alpha_0.10,H_alpha,0.1,2,,30,90,120
inherited_202611,53,20261112,13,585981262,True,True,H_alpha_0.20,H_alpha,0.2,6,,30,90,120
inherited_202611,53,20261112,13,585981262,True,True,H_gamma_0.05,H_gamma,0.05,2,,30,90,120
inherited_202611,53,20261112,13,585981262,True,True,H_gamma_0.10,H_gamma,0.1,2,,30,90,120
inherited_202611,53,20261112,13,585981262,True,True,H_gamma_0.20,H_gamma,0.2,6,,30,90,120
inherited_202611,54,20261112,14,686981565,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,54,20261112,14,686981565,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,54,20261112,14,686981565,True,True,H_alpha_0.20,H_alpha,0.2,17,,30,90,120
inherited_202611,54,20261112,14,686981565,True,True,H_gamma_0.05,H_gamma,0.05,14,,30,90,120
inherited_202611,54,20261112,14,686981565,True,True,H_gamma_0.10,H_gamma,0.1,25,,30,90,120
inherited_202611,54,20261112,14,686981565,True,True,H_gamma_0.20,H_gamma,0.2,30,,30,90,120
inherited_202611,55,20261112,15,787981868,True,True,H_alpha_0.05,H_alpha,0.05,2,80,30,90,120
inherited_202611,55,20261112,15,787981868,True,True,H_alpha_0.10,H_alpha,0.1,5,80,30,90,120
inherited_202611,55,20261112,15,787981868,True,True,H_alpha_0.20,H_alpha,0.2,7,80,30,90,120
inherited_202611,55,20261112,15,787981868,True,True,H_gamma_0.05,H_gamma,0.05,5,80,30,90,120
inherited_202611,55,20261112,15,787981868,True,True,H_gamma_0.10,H_gamma,0.1,6,80,30,90,120
inherited_202611,55,20261112,15,787981868,True,True,H_gamma_0.20,H_gamma,0.2,8,80,30,90,120
inherited_202611,56,20261112,16,888982171,True,True,H_alpha_0.05,H_alpha,0.05,4,,30,90,120
inherited_202611,56,20261112,16,888982171,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,56,20261112,16,888982171,True,True,H_alpha_0.20,H_alpha,0.2,4,,30,90,120
inherited_202611,56,20261112,16,888982171,True,True,H_gamma_0.05,H_gamma,0.05,5,,30,90,120
inherited_202611,56,20261112,16,888982171,True,True,H_gamma_0.10,H_gamma,0.1,5,,30,90,120
inherited_202611,56,20261112,16,888982171,True,True,H_gamma_0.20,H_gamma,0.2,6,,30,90,120
inherited_202611,57,20261112,17,989982474,True,True,H_alpha_0.05,H_alpha,0.05,5,109,30,90,120
inherited_202611,57,20261112,17,989982474,True,True,H_alpha_0.10,H_alpha,0.1,6,109,30,90,120
inherited_202611,57,20261112,17,989982474,True,True,H_alpha_0.20,H_alpha,0.2,6,109,30,90,120
inherited_202611,57,20261112,17,989982474,True,True,H_gamma_0.05,H_gamma,0.05,5,109,30,90,120
inherited_202611,57,20261112,17,989982474,True,True,H_gamma_0.10,H_gamma,0.1,6,109,30,90,120
inherited_202611,57,20261112,17,989982474,True,True,H_gamma_0.20,H_gamma,0.2,6,109,30,90,120
inherited_202611,58,20261112,18,1090982777,True,True,H_alpha_0.05,H_alpha,0.05,6,34,30,90,120
inherited_202611,58,20261112,18,1090982777,True,True,H_alpha_0.10,H_alpha,0.1,8,34,30,90,120
inherited_202611,58,20261112,18,1090982777,True,True,H_alpha_0.20,H_alpha,0.2,10,34,30,90,120
inherited_202611,58,20261112,18,1090982777,True,True,H_gamma_0.05,H_gamma,0.05,10,34,30,90,120
inherited_202611,58,20261112,18,1090982777,True,True,H_gamma_0.10,H_gamma,0.1,10,34,30,90,120
inherited_202611,58,20261112,18,1090982777,True,True,H_gamma_0.20,H_gamma,0.2,11,34,30,90,120
inherited_202611,59,20261112,19,1191983080,True,True,H_alpha_0.05,H_alpha,0.05,1,32,30,90,120
inherited_202611,59,20261112,19,1191983080,True,True,H_alpha_0.10,H_alpha,0.1,2,32,30,90,120
inherited_202611,59,20261112,19,1191983080,True,True,H_alpha_0.20,H_alpha,0.2,3,32,30,90,120
inherited_202611,59,20261112,19,1191983080,True,True,H_gamma_0.05,H_gamma,0.05,5,32,30,90,120
inherited_202611,59,20261112,19,1191983080,True,True,H_gamma_0.10,H_gamma,0.1,5,32,30,90,120
inherited_202611,59,20261112,19,1191983080,True,True,H_gamma_0.20,H_gamma,0.2,7,32,30,90,120
inherited_202611,60,20261113,0,322539084,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,60,20261113,0,322539084,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,60,20261113,0,322539084,True,True,H_alpha_0.20,H_alpha,0.2,4,,30,90,120
inherited_202611,60,20261113,0,322539084,True,True,H_gamma_0.05,H_gamma,0.05,3,,30,90,120
inherited_202611,60,20261113,0,322539084,True,True,H_gamma_0.10,H_gamma,0.1,4,,30,90,120
inherited_202611,60,20261113,0,322539084,True,True,H_gamma_0.20,H_gamma,0.2,8,,30,90,120
inherited_202611,61,20261113,1,423539387,True,True,H_alpha_0.05,H_alpha,0.05,5,,30,90,120
inherited_202611,61,20261113,1,423539387,True,True,H_alpha_0.10,H_alpha,0.1,5,,30,90,120
inherited_202611,61,20261113,1,423539387,True,True,H_alpha_0.20,H_alpha,0.2,5,,30,90,120
inherited_202611,61,20261113,1,423539387,True,True,H_gamma_0.05,H_gamma,0.05,9,,30,90,120
inherited_202611,61,20261113,1,423539387,True,True,H_gamma_0.10,H_gamma,0.1,9,,30,90,120
inherited_202611,61,20261113,1,423539387,True,True,H_gamma_0.20,H_gamma,0.2,13,,30,90,120
inherited_202611,62,20261113,2,524539690,True,True,H_alpha_0.05,H_alpha,0.05,2,78,30,90,120
inherited_202611,62,20261113,2,524539690,True,True,H_alpha_0.10,H_alpha,0.1,2,78,30,90,120
inherited_202611,62,20261113,2,524539690,True,True,H_alpha_0.20,H_alpha,0.2,3,78,30,90,120
inherited_202611,62,20261113,2,524539690,True,True,H_gamma_0.05,H_gamma,0.05,2,78,30,90,120
inherited_202611,62,20261113,2,524539690,True,True,H_gamma_0.10,H_gamma,0.1,2,78,30,90,120
inherited_202611,62,20261113,2,524539690,True,True,H_gamma_0.20,H_gamma,0.2,3,78,30,90,120
inherited_202611,63,20261113,3,625539993,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,63,20261113,3,625539993,True,True,H_alpha_0.10,H_alpha,0.1,4,,30,90,120
inherited_202611,63,20261113,3,625539993,True,True,H_alpha_0.20,H_alpha,0.2,9,,30,90,120
inherited_202611,63,20261113,3,625539993,True,True,H_gamma_0.05,H_gamma,0.05,4,,30,90,120
inherited_202611,63,20261113,3,625539993,True,True,H_gamma_0.10,H_gamma,0.1,9,,30,90,120
inherited_202611,63,20261113,3,625539993,True,True,H_gamma_0.20,H_gamma,0.2,13,,30,90,120
inherited_202611,64,20261113,4,726540296,True,True,H_alpha_0.05,H_alpha,0.05,3,10,30,90,120
inherited_202611,64,20261113,4,726540296,True,True,H_alpha_0.10,H_alpha,0.1,3,10,30,90,120
inherited_202611,64,20261113,4,726540296,True,True,H_alpha_0.20,H_alpha,0.2,4,10,30,90,120
inherited_202611,64,20261113,4,726540296,True,True,H_gamma_0.05,H_gamma,0.05,3,10,30,90,120
inherited_202611,64,20261113,4,726540296,True,True,H_gamma_0.10,H_gamma,0.1,3,10,30,90,120
inherited_202611,64,20261113,4,726540296,True,True,H_gamma_0.20,H_gamma,0.2,5,10,30,90,120
inherited_202611,65,20261113,5,827540599,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,65,20261113,5,827540599,True,True,H_alpha_0.10,H_alpha,0.1,3,,30,90,120
inherited_202611,65,20261113,5,827540599,True,True,H_alpha_0.20,H_alpha,0.2,4,,30,90,120
inherited_202611,65,20261113,5,827540599,True,True,H_gamma_0.05,H_gamma,0.05,7,,30,90,120
inherited_202611,65,20261113,5,827540599,True,True,H_gamma_0.10,H_gamma,0.1,8,,30,90,120
inherited_202611,65,20261113,5,827540599,True,True,H_gamma_0.20,H_gamma,0.2,9,,30,90,120
inherited_202611,66,20261113,6,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,66,20261113,6,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,66,20261113,6,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,66,20261113,6,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,66,20261113,6,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,66,20261113,6,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,67,20261113,7,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,67,20261113,7,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,67,20261113,7,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,67,20261113,7,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,67,20261113,7,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,67,20261113,7,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,68,20261113,8,1130541508,True,True,H_alpha_0.05,H_alpha,0.05,4,,30,90,120
inherited_202611,68,20261113,8,1130541508,True,True,H_alpha_0.10,H_alpha,0.1,5,,30,90,120
inherited_202611,68,20261113,8,1130541508,True,True,H_alpha_0.20,H_alpha,0.2,20,,30,90,120
inherited_202611,68,20261113,8,1130541508,True,True,H_gamma_0.05,H_gamma,0.05,20,,30,90,120
inherited_202611,68,20261113,8,1130541508,True,True,H_gamma_0.10,H_gamma,0.1,20,,30,90,120
inherited_202611,68,20261113,8,1130541508,True,True,H_gamma_0.20,H_gamma,0.2,20,,30,90,120
inherited_202611,69,20261113,9,1231541811,True,True,H_alpha_0.05,H_alpha,0.05,25,,30,90,120
inherited_202611,69,20261113,9,1231541811,True,True,H_alpha_0.10,H_alpha,0.1,25,,30,90,120
inherited_202611,69,20261113,9,1231541811,True,True,H_alpha_0.20,H_alpha,0.2,26,,30,90,120
inherited_202611,69,20261113,9,1231541811,True,True,H_gamma_0.05,H_gamma,0.05,46,,30,90,120
inherited_202611,69,20261113,9,1231541811,True,True,H_gamma_0.10,H_gamma,0.1,46,,30,90,120
inherited_202611,69,20261113,9,1231541811,True,True,H_gamma_0.20,H_gamma,0.2,46,,30,90,120
inherited_202611,70,20261113,10,1332542114,True,True,H_alpha_0.05,H_alpha,0.05,5,,30,90,120
inherited_202611,70,20261113,10,1332542114,True,True,H_alpha_0.10,H_alpha,0.1,5,,30,90,120
inherited_202611,70,20261113,10,1332542114,True,True,H_alpha_0.20,H_alpha,0.2,6,,30,90,120
inherited_202611,70,20261113,10,1332542114,True,True,H_gamma_0.05,H_gamma,0.05,5,,30,90,120
inherited_202611,70,20261113,10,1332542114,True,True,H_gamma_0.10,H_gamma,0.1,5,,30,90,120
inherited_202611,70,20261113,10,1332542114,True,True,H_gamma_0.20,H_gamma,0.2,10,,30,90,120
inherited_202611,71,20261113,11,1433542417,True,True,H_alpha_0.05,H_alpha,0.05,5,,30,90,120
inherited_202611,71,20261113,11,1433542417,True,True,H_alpha_0.10,H_alpha,0.1,7,,30,90,120
inherited_202611,71,20261113,11,1433542417,True,True,H_alpha_0.20,H_alpha,0.2,9,,30,90,120
inherited_202611,71,20261113,11,1433542417,True,True,H_gamma_0.05,H_gamma,0.05,10,,30,90,120
inherited_202611,71,20261113,11,1433542417,True,True,H_gamma_0.10,H_gamma,0.1,10,,30,90,120
inherited_202611,71,20261113,11,1433542417,True,True,H_gamma_0.20,H_gamma,0.2,25,,30,90,120
inherited_202611,72,20261113,12,1534542720,True,True,H_alpha_0.05,H_alpha,0.05,7,72,30,90,120
inherited_202611,72,20261113,12,1534542720,True,True,H_alpha_0.10,H_alpha,0.1,7,72,30,90,120
inherited_202611,72,20261113,12,1534542720,True,True,H_alpha_0.20,H_alpha,0.2,14,72,30,90,120
inherited_202611,72,20261113,12,1534542720,True,True,H_gamma_0.05,H_gamma,0.05,14,72,30,90,120
inherited_202611,72,20261113,12,1534542720,True,True,H_gamma_0.10,H_gamma,0.1,14,72,30,90,120
inherited_202611,72,20261113,12,1534542720,True,True,H_gamma_0.20,H_gamma,0.2,64,72,30,90,120
inherited_202611,73,20261113,13,1635543023,True,True,H_alpha_0.05,H_alpha,0.05,5,113,30,90,120
inherited_202611,73,20261113,13,1635543023,True,True,H_alpha_0.10,H_alpha,0.1,6,113,30,90,120
inherited_202611,73,20261113,13,1635543023,True,True,H_alpha_0.20,H_alpha,0.2,9,113,30,90,120
inherited_202611,73,20261113,13,1635543023,True,True,H_gamma_0.05,H_gamma,0.05,6,113,30,90,120
inherited_202611,73,20261113,13,1635543023,True,True,H_gamma_0.10,H_gamma,0.1,9,113,30,90,120
inherited_202611,73,20261113,13,1635543023,True,True,H_gamma_0.20,H_gamma,0.2,10,113,30,90,120
inherited_202611,74,20261113,14,1736543326,True,True,H_alpha_0.05,H_alpha,0.05,12,,30,90,120
inherited_202611,74,20261113,14,1736543326,True,True,H_alpha_0.10,H_alpha,0.1,12,,30,90,120
inherited_202611,74,20261113,14,1736543326,True,True,H_alpha_0.20,H_alpha,0.2,25,,30,90,120
inherited_202611,74,20261113,14,1736543326,True,True,H_gamma_0.05,H_gamma,0.05,12,,30,90,120
inherited_202611,74,20261113,14,1736543326,True,True,H_gamma_0.10,H_gamma,0.1,61,,30,90,120
inherited_202611,74,20261113,14,1736543326,True,True,H_gamma_0.20,H_gamma,0.2,66,,30,90,120
inherited_202611,75,20261113,15,1837543629,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,75,20261113,15,1837543629,True,True,H_alpha_0.10,H_alpha,0.1,3,,30,90,120
inherited_202611,75,20261113,15,1837543629,True,True,H_alpha_0.20,H_alpha,0.2,5,,30,90,120
inherited_202611,75,20261113,15,1837543629,True,True,H_gamma_0.05,H_gamma,0.05,4,,30,90,120
inherited_202611,75,20261113,15,1837543629,True,True,H_gamma_0.10,H_gamma,0.1,5,,30,90,120
inherited_202611,75,20261113,15,1837543629,True,True,H_gamma_0.20,H_gamma,0.2,5,,30,90,120
inherited_202611,76,20261113,16,1938543932,True,True,H_alpha_0.05,H_alpha,0.05,2,20,30,90,120
inherited_202611,76,20261113,16,1938543932,True,True,H_alpha_0.10,H_alpha,0.1,5,20,30,90,120
inherited_202611,76,20261113,16,1938543932,True,True,H_alpha_0.20,H_alpha,0.2,10,20,30,90,120
inherited_202611,76,20261113,16,1938543932,True,True,H_gamma_0.05,H_gamma,0.05,10,20,30,90,120
inherited_202611,76,20261113,16,1938543932,True,True,H_gamma_0.10,H_gamma,0.1,10,20,30,90,120
inherited_202611,76,20261113,16,1938543932,True,True,H_gamma_0.20,H_gamma,0.2,12,20,30,90,120
inherited_202611,77,20261113,17,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,77,20261113,17,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,77,20261113,17,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,77,20261113,17,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,77,20261113,17,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,77,20261113,17,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,78,20261113,18,2140544538,True,True,H_alpha_0.05,H_alpha,0.05,1,89,30,90,120
inherited_202611,78,20261113,18,2140544538,True,True,H_alpha_0.10,H_alpha,0.1,7,89,30,90,120
inherited_202611,78,20261113,18,2140544538,True,True,H_alpha_0.20,H_alpha,0.2,8,89,30,90,120
inherited_202611,78,20261113,18,2140544538,True,True,H_gamma_0.05,H_gamma,0.05,7,89,30,90,120
inherited_202611,78,20261113,18,2140544538,True,True,H_gamma_0.10,H_gamma,0.1,8,89,30,90,120
inherited_202611,78,20261113,18,2140544538,True,True,H_gamma_0.20,H_gamma,0.2,8,89,30,90,120
inherited_202611,79,20261113,19,94061194,True,True,H_alpha_0.05,H_alpha,0.05,4,111,30,90,120
inherited_202611,79,20261113,19,94061194,True,True,H_alpha_0.10,H_alpha,0.1,5,111,30,90,120
inherited_202611,79,20261113,19,94061194,True,True,H_alpha_0.20,H_alpha,0.2,18,111,30,90,120
inherited_202611,79,20261113,19,94061194,True,True,H_gamma_0.05,H_gamma,0.05,6,111,30,90,120
inherited_202611,79,20261113,19,94061194,True,True,H_gamma_0.10,H_gamma,0.1,23,111,30,90,120
inherited_202611,79,20261113,19,94061194,True,True,H_gamma_0.20,H_gamma,0.2,23,111,30,90,120
inherited_202611,80,20261114,0,1372100845,True,True,H_alpha_0.05,H_alpha,0.05,2,,30,90,120
inherited_202611,80,20261114,0,1372100845,True,True,H_alpha_0.10,H_alpha,0.1,3,,30,90,120
inherited_202611,80,20261114,0,1372100845,True,True,H_alpha_0.20,H_alpha,0.2,4,,30,90,120
inherited_202611,80,20261114,0,1372100845,True,True,H_gamma_0.05,H_gamma,0.05,3,,30,90,120
inherited_202611,80,20261114,0,1372100845,True,True,H_gamma_0.10,H_gamma,0.1,3,,30,90,120
inherited_202611,80,20261114,0,1372100845,True,True,H_gamma_0.20,H_gamma,0.2,4,,30,90,120
inherited_202611,81,20261114,1,1473101148,True,True,H_alpha_0.05,H_alpha,0.05,6,76,30,90,120
inherited_202611,81,20261114,1,1473101148,True,True,H_alpha_0.10,H_alpha,0.1,6,76,30,90,120
inherited_202611,81,20261114,1,1473101148,True,True,H_alpha_0.20,H_alpha,0.2,29,76,30,90,120
inherited_202611,81,20261114,1,1473101148,True,True,H_gamma_0.05,H_gamma,0.05,6,76,30,90,120
inherited_202611,81,20261114,1,1473101148,True,True,H_gamma_0.10,H_gamma,0.1,6,76,30,90,120
inherited_202611,81,20261114,1,1473101148,True,True,H_gamma_0.20,H_gamma,0.2,29,76,30,90,120
inherited_202611,82,20261114,2,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,82,20261114,2,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,82,20261114,2,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,82,20261114,2,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,82,20261114,2,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,82,20261114,2,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,83,20261114,3,1675101754,True,True,H_alpha_0.05,H_alpha,0.05,2,116,30,90,120
inherited_202611,83,20261114,3,1675101754,True,True,H_alpha_0.10,H_alpha,0.1,5,116,30,90,120
inherited_202611,83,20261114,3,1675101754,True,True,H_alpha_0.20,H_alpha,0.2,19,116,30,90,120
inherited_202611,83,20261114,3,1675101754,True,True,H_gamma_0.05,H_gamma,0.05,5,116,30,90,120
inherited_202611,83,20261114,3,1675101754,True,True,H_gamma_0.10,H_gamma,0.1,12,116,30,90,120
inherited_202611,83,20261114,3,1675101754,True,True,H_gamma_0.20,H_gamma,0.2,19,116,30,90,120
inherited_202611,84,20261114,4,1776102057,True,True,H_alpha_0.05,H_alpha,0.05,3,,30,90,120
inherited_202611,84,20261114,4,1776102057,True,True,H_alpha_0.10,H_alpha,0.1,3,,30,90,120
inherited_202611,84,20261114,4,1776102057,True,True,H_alpha_0.20,H_alpha,0.2,13,,30,90,120
inherited_202611,84,20261114,4,1776102057,True,True,H_gamma_0.05,H_gamma,0.05,13,,30,90,120
inherited_202611,84,20261114,4,1776102057,True,True,H_gamma_0.10,H_gamma,0.1,13,,30,90,120
inherited_202611,84,20261114,4,1776102057,True,True,H_gamma_0.20,H_gamma,0.2,14,,30,90,120
inherited_202611,85,20261114,5,1877102360,True,True,H_alpha_0.05,H_alpha,0.05,1,,30,90,120
inherited_202611,85,20261114,5,1877102360,True,True,H_alpha_0.10,H_alpha,0.1,5,,30,90,120
inherited_202611,85,20261114,5,1877102360,True,True,H_alpha_0.20,H_alpha,0.2,10,,30,90,120
inherited_202611,85,20261114,5,1877102360,True,True,H_gamma_0.05,H_gamma,0.05,5,,30,90,120
inherited_202611,85,20261114,5,1877102360,True,True,H_gamma_0.10,H_gamma,0.1,6,,30,90,120
inherited_202611,85,20261114,5,1877102360,True,True,H_gamma_0.20,H_gamma,0.2,16,,30,90,120
inherited_202611,86,20261114,6,,False,False,H_alpha_0.05,H_alpha,0.05,,,30,90,120
inherited_202611,86,20261114,6,,False,False,H_alpha_0.10,H_alpha,0.1,,,30,90,120
inherited_202611,86,20261114,6,,False,False,H_alpha_0.20,H_alpha,0.2,,,30,90,120
inherited_202611,86,20261114,6,,False,False,H_gamma_0.05,H_gamma,0.05,,,30,90,120
inherited_202611,86,20261114,6,,False,False,H_gamma_0.10,H_gamma,0.1,,,30,90,120
inherited_202611,86,20261114,6,,False,False,H_gamma_0.20,H_gamma,0.2,,,30,90,120
inherited_202611,87,20261114,7,2079102966,True,True,H_alpha_0.05,H_alpha,0.05,4,35,30,90,120
inherited_202611,87,20261114,7,2079102966,True,True,H_alpha_0.10,H_alpha,0.1,4,35,30,90,120
inherited_202611,87,20261114,7,2079102966,True,True,H_alpha_0.20,H_alpha,0.2,5,35,30,90,120
inherited_202611,87,20261114,7,2079102966,True,True,H_gamma_0.05,H_gamma,0.05,7,35,30,90,120
inherited_202611,87,20261114,7,2079102966,True,True,H_gamma_0.10,H_gamma,0.1,11,35,30,90,120
inherited_202611,87,20261114,7,2079102966,True,True,H_gamma_0.20,H_gamma,0.2,11,35,30,90,120
inherited_202611,88,20261114,8,32619622,True,True,H_alpha_0.05,H_alpha,0.05,1,97,30,90,120
inherited_202611,88,20261114,8,32619622,True,True,H_alpha_0.10,H_alpha,0.1,6,97,30,90,120
