domain,source_domain_label,attempt_index,master_seed,replicate,trajectory_seed,status,kappa_mu,p_star,area_reference,kappa,ramp_generations,hold_generations,horizon,normalised_barrier_increase,source_artifact_id,source_artifact_digest,endpoint,diversity_id,relative_decline_fraction,baseline_eligible,warning_time,trait_loss_time,lead_time_trait_minus_warning,category,valid_pair
recalibrated_symmetric_domain,symmetric_bridge,1,20270710,1,1540354556,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,True,9,106,97,lead,True
recalibrated_symmetric_domain,symmetric_bridge,1,20270710,1,1540354556,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,True,19,106,87,lead,True
recalibrated_symmetric_domain,symmetric_bridge,2,20270710,2,1540354657,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,2,20270710,2,1540354657,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,2,20270710,2,1540354657,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,2,20270710,2,1540354657,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,2,20270710,2,1540354657,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,2,20270710,2,1540354657,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,3,20270710,3,1540354758,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,True,8,197,189,lead,True
recalibrated_symmetric_domain,symmetric_bridge,3,20270710,3,1540354758,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,True,12,197,185,lead,True
recalibrated_symmetric_domain,symmetric_bridge,3,20270710,3,1540354758,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,True,13,197,184,lead,True
recalibrated_symmetric_domain,symmetric_bridge,3,20270710,3,1540354758,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,True,12,197,185,lead,True
recalibrated_symmetric_domain,symmetric_bridge,3,20270710,3,1540354758,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,True,13,197,184,lead,True
recalibrated_symmetric_domain,symmetric_bridge,3,20270710,3,1540354758,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,True,41,197,156,lead,True
recalibrated_symmetric_domain,symmetric_bridge,4,20270710,4,1540354859,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,True,5,109,104,lead,True
recalibrated_symmetric_domain,symmetric_bridge,4,20270710,4,1540354859,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,True,12,109,97,lead,True
recalibrated_symmetric_domain,symmetric_bridge,4,20270710,4,1540354859,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,True,38,109,71,lead,True
recalibrated_symmetric_domain,symmetric_bridge,4,20270710,4,1540354859,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,True,38,109,71,lead,True
recalibrated_symmetric_domain,symmetric_bridge,4,20270710,4,1540354859,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,True,38,109,71,lead,True
recalibrated_symmetric_domain,symmetric_bridge,4,20270710,4,1540354859,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,True,39,109,70,lead,True
recalibrated_symmetric_domain,symmetric_bridge,5,20270710,5,1540354960,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,True,4,,,trait_loss_censored,False
recalibrated_symmetric_domain,symmetric_bridge,5,20270710,5,1540354960,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,True,4,,,trait_loss_censored,False
recalibrated_symmetric_domain,symmetric_bridge,5,20270710,5,1540354960,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,True,5,,,trait_loss_censored,False
recalibrated_symmetric_domain,symmetric_bridge,5,20270710,5,1540354960,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,True,6,,,trait_loss_censored,False
recalibrated_symmetric_domain,symmetric_bridge,5,20270710,5,1540354960,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,True,6,,,trait_loss_censored,False
recalibrated_symmetric_domain,symmetric_bridge,5,20270710,5,1540354960,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,True,21,,,trait_loss_censored,False
recalibrated_symmetric_domain,symmetric_bridge,6,20270710,6,1540355061,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,6,20270710,6,1540355061,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,6,20270710,6,1540355061,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,6,20270710,6,1540355061,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,6,20270710,6,1540355061,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,6,20270710,6,1540355061,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,7,20270710,7,1540355162,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,True,5,77,72,lead,True
recalibrated_symmetric_domain,symmetric_bridge,7,20270710,7,1540355162,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,True,6,77,71,lead,True
recalibrated_symmetric_domain,symmetric_bridge,7,20270710,7,1540355162,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,True,6,77,71,lead,True
recalibrated_symmetric_domain,symmetric_bridge,7,20270710,7,1540355162,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,True,8,77,69,lead,True
recalibrated_symmetric_domain,symmetric_bridge,7,20270710,7,1540355162,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,True,8,77,69,lead,True
recalibrated_symmetric_domain,symmetric_bridge,7,20270710,7,1540355162,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,True,30,77,47,lead,True
recalibrated_symmetric_domain,symmetric_bridge,8,20270710,8,1540355263,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,True,3,69,66,lead,True
recalibrated_symmetric_domain,symmetric_bridge,8,20270710,8,1540355263,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,True,4,69,65,lead,True
recalibrated_symmetric_domain,symmetric_bridge,8,20270710,8,1540355263,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,True,17,69,52,lead,True
recalibrated_symmetric_domain,symmetric_bridge,8,20270710,8,1540355263,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,True,9,69,60,lead,True
recalibrated_symmetric_domain,symmetric_bridge,8,20270710,8,1540355263,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,True,17,69,52,lead,True
recalibrated_symmetric_domain,symmetric_bridge,8,20270710,8,1540355263,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,True,17,69,52,lead,True
recalibrated_symmetric_domain,symmetric_bridge,9,20270710,9,1540355364,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,9,20270710,9,1540355364,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,9,20270710,9,1540355364,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,9,20270710,9,1540355364,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,9,20270710,9,1540355364,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,9,20270710,9,1540355364,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,10,20270710,10,1540355465,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,True,6,192,186,lead,True
recalibrated_symmetric_domain,symmetric_bridge,10,20270710,10,1540355465,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,True,8,192,184,lead,True
recalibrated_symmetric_domain,symmetric_bridge,10,20270710,10,1540355465,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,True,9,192,183,lead,True
recalibrated_symmetric_domain,symmetric_bridge,10,20270710,10,1540355465,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,True,8,192,184,lead,True
recalibrated_symmetric_domain,symmetric_bridge,10,20270710,10,1540355465,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,True,9,192,183,lead,True
recalibrated_symmetric_domain,symmetric_bridge,10,20270710,10,1540355465,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,True,9,192,183,lead,True
recalibrated_symmetric_domain,symmetric_bridge,11,20270710,11,1540355566,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,True,2,15,13,lead,True
recalibrated_symmetric_domain,symmetric_bridge,11,20270710,11,1540355566,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,True,2,15,13,lead,True
recalibrated_symmetric_domain,symmetric_bridge,11,20270710,11,1540355566,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,True,3,15,12,lead,True
recalibrated_symmetric_domain,symmetric_bridge,11,20270710,11,1540355566,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,True,2,15,13,lead,True
recalibrated_symmetric_domain,symmetric_bridge,11,20270710,11,1540355566,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,True,3,15,12,lead,True
recalibrated_symmetric_domain,symmetric_bridge,11,20270710,11,1540355566,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,True,3,15,12,lead,True
recalibrated_symmetric_domain,symmetric_bridge,12,20270710,12,1540355667,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,12,20270710,12,1540355667,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,12,20270710,12,1540355667,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,12,20270710,12,1540355667,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,12,20270710,12,1540355667,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,12,20270710,12,1540355667,source_preparation_failed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,False,,,,source_preparation_failed,False
recalibrated_symmetric_domain,symmetric_bridge,13,20270710,13,1540355768,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,True,2,168,166,lead,True
recalibrated_symmetric_domain,symmetric_bridge,13,20270710,13,1540355768,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,True,6,168,162,lead,True
recalibrated_symmetric_domain,symmetric_bridge,13,20270710,13,1540355768,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,True,9,168,159,lead,True
recalibrated_symmetric_domain,symmetric_bridge,13,20270710,13,1540355768,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,True,8,168,160,lead,True
recalibrated_symmetric_domain,symmetric_bridge,13,20270710,13,1540355768,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.10,H_gamma,0.1,True,9,168,159,lead,True
recalibrated_symmetric_domain,symmetric_bridge,13,20270710,13,1540355768,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.20,H_gamma,0.2,True,10,168,158,lead,True
recalibrated_symmetric_domain,symmetric_bridge,14,20270710,14,1540355869,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.05,H_alpha,0.05,True,5,,,trait_loss_censored,False
recalibrated_symmetric_domain,symmetric_bridge,14,20270710,14,1540355869,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.10,H_alpha,0.1,True,5,,,trait_loss_censored,False
recalibrated_symmetric_domain,symmetric_bridge,14,20270710,14,1540355869,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_alpha_0.20,H_alpha,0.2,True,6,,,trait_loss_censored,False
recalibrated_symmetric_domain,symmetric_bridge,14,20270710,14,1540355869,completed,0.2,0.5,0.8,6.0,30,210,240,0.2,8343958766,sha256:c1b42fc9e6ac912a44667ef4cee02090fab37d50fc3a9928c46ae728c0610f58,H_gamma_0.05,H_gamma,0.05,True,5,,,trait_loss_censored,False
