metric,h1_qualified_replicates,one_large_mean,isolated_mean,median_paired_fractional_reduction,paired_fractional_reduction_q25,paired_fractional_reduction_q75
final_interaction,1055,0.9977294465794394,0.004814634184065684,0.9985968555754284,0.9927987953077837,0.9997846884854753
final_local_effective_size,1055,72.82805687203792,8.182322274881518,0.8872950819672131,0.8852459016393442,0.889344262295082
realised_high_trait_mass,1055,0.5753117382256664,0.17731307397184173,0.6886511375947997,0.5990241214829126,0.7849722533921477
